coco_index,label,class_name,object_index,replacement_object,prior_label,image_path,mask_path,split,replacement_label
1029,0,sink,1,pizza,71,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1029.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1029.png,train,53
1031,1,surfboard,1,hair drier,37,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1031.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1031.png,train,78
1033,0,zebra,0,elephant,22,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1033.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1033.png,train,20
1035,0,pizza,0,spoon,53,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1035.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1035.png,train,44
1037,1,bird,2,kite,14,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1037.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1037.png,train,33
1041,1,skis,4,bowl,30,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1041.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1041.png,train,45
1042,1,person,4,fire hydrant,0,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1042.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1042.png,train,10
1043,1,person,12,teddy bear,0,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1043.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1043.png,train,77
1046,1,baseball glove,3,backpack,35,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1046.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1046.png,train,24
1049,0,airplane,0,person,4,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1049.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1049.png,train,0
1050,1,toilet,0,mouse,61,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1050.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1050.png,train,64
1053,1,surfboard,1,laptop,37,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1053.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1053.png,train,63
1054,1,cell phone,0,horse,67,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1054.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1054.png,train,17
1055,1,potted plant,2,surfboard,58,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1055.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1055.png,train,37
1056,1,bench,1,potted plant,13,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1056.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1056.png,train,58
1057,0,fire hydrant,0,mouse,10,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1057.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1057.png,train,64
1060,1,person,2,potted plant,0,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1060.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1060.png,train,58
1062,1,frisbee,1,zebra,29,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1062.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1062.png,train,22
1065,1,truck,2,train,7,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1065.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1065.png,train,6
1066,1,orange,17,pizza,49,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1066.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1066.png,train,53
1069,1,kite,8,bed,33,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1069.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1069.png,train,59
1071,1,remote,9,laptop,65,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1071.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1071.png,train,63
1074,1,bus,0,suitcase,5,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1074.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1074.png,train,28
1075,1,sandwich,0,keyboard,48,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1075.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1075.png,train,66
1081,1,bed,2,knife,59,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1081.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1081.png,train,43
1088,1,baseball glove,1,dog,35,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1088.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1088.png,train,16
1089,1,horse,0,horse,17,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1089.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1089.png,train,17
1090,1,baseball glove,3,microwave,35,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1090.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1090.png,train,68
1097,1,person,10,horse,0,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1097.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1097.png,train,17
1099,0,tv,2,cup,62,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1099.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1099.png,train,41
1101,1,clock,4,skateboard,74,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1101.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1101.png,train,36
1102,1,cell phone,0,scissors,67,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1102.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1102.png,train,76
1103,1,scissors,0,cow,76,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1103.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1103.png,train,19
1105,1,scissors,1,sheep,76,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1105.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1105.png,train,18
1107,1,toilet,0,bench,61,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1107.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1107.png,train,13
1108,1,kite,1,boat,33,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1108.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1108.png,train,8
1109,1,bus,1,bench,5,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1109.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1109.png,train,13
1112,1,train,0,elephant,6,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1112.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1112.png,train,20
1114,0,bird,0,bear,14,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1114.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1114.png,train,21
1115,1,baseball bat,1,toilet,34,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1115.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1115.png,train,61
1117,0,frisbee,1,sports ball,29,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1117.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1117.png,train,32
1122,0,horse,1,dog,17,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1122.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1122.png,train,16
1124,1,frisbee,6,refrigerator,29,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1124.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1124.png,train,72
1126,1,surfboard,1,book,37,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1126.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1126.png,train,73
1128,1,donut,0,zebra,54,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1128.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1128.png,train,22
1129,1,truck,6,person,7,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1129.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1129.png,train,0
1130,1,umbrella,31,bear,25,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1130.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1130.png,train,21
1131,1,bus,1,carrot,5,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1131.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1131.png,train,51
1132,1,clock,0,toothbrush,74,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1132.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1132.png,train,79
1133,1,car,5,bus,2,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1133.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1133.png,train,5
1134,1,dog,0,refrigerator,16,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1134.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1134.png,train,72
1135,1,bear,0,hair drier,21,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1135.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1135.png,train,78
1136,1,cup,15,boat,41,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1136.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1136.png,train,8
1137,1,chair,5,elephant,56,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1137.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1137.png,train,20
1138,1,clock,0,zebra,74,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1138.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1138.png,train,22
1139,1,bus,4,cow,5,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1139.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1139.png,train,19
1140,1,bottle,2,fork,39,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1140.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1140.png,train,42
1141,1,bench,0,truck,13,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1141.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1141.png,train,7
1143,1,book,2,tv,73,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1143.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1143.png,train,62
1144,0,bed,1,person,59,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1144.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1144.png,train,0
1145,1,keyboard,4,carrot,66,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1145.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1145.png,train,51
1146,1,cell phone,0,stop sign,67,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1146.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1146.png,train,11
1149,1,surfboard,1,hair drier,37,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1149.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1149.png,train,78
1150,1,bus,10,sheep,5,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1150.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1150.png,train,18
1151,1,horse,0,dining table,17,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1151.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1151.png,train,60
1152,1,book,5,bear,73,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1152.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1152.png,train,21
1153,1,bird,10,book,14,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1153.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1153.png,train,73
1154,1,fire hydrant,0,train,10,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1154.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1154.png,train,6
1155,1,baseball glove,12,toaster,35,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1155.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1155.png,train,70
1156,1,snowboard,1,handbag,31,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1156.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1156.png,train,26
1157,1,baseball bat,3,knife,34,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1157.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1157.png,train,43
1158,1,backpack,0,zebra,24,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1158.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1158.png,train,22
1159,0,baseball glove,1,pizza,35,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1159.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1159.png,train,53
1160,1,person,2,orange,0,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1160.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1160.png,train,49
1163,1,bench,2,airplane,13,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1163.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1163.png,train,4
1164,1,potted plant,5,orange,58,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1164.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1164.png,train,49
1165,0,airplane,1,sports ball,4,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1165.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1165.png,train,32
1166,1,airplane,0,car,4,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1166.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1166.png,train,2
1168,1,boat,8,sink,8,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1168.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1168.png,train,71
1169,0,giraffe,3,bench,23,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1169.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1169.png,train,13
1170,1,train,0,pizza,6,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1170.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1170.png,train,53
1171,0,fire hydrant,0,bird,10,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1171.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1171.png,train,14
1172,0,fire hydrant,1,sheep,10,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1172.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1172.png,train,18
1173,1,frisbee,2,toaster,29,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1173.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1173.png,train,70
1174,1,surfboard,5,cow,37,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1174.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1174.png,train,19
1177,1,snowboard,1,umbrella,31,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1177.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1177.png,train,25
1178,1,person,1,hair drier,0,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1178.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1178.png,train,78
1180,1,skis,1,horse,30,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1180.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1180.png,train,17
1182,1,bird,3,baseball glove,14,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1182.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1182.png,train,35
1184,1,umbrella,0,car,25,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1184.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1184.png,train,2
1185,1,handbag,15,wine glass,26,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1185.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1185.png,train,40
1188,1,baseball bat,5,truck,34,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1188.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1188.png,train,7
1190,1,person,1,skateboard,0,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1190.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1190.png,train,36
1193,1,knife,2,baseball bat,43,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1193.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1193.png,train,34
1194,1,train,0,sheep,6,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1194.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1194.png,train,18
1195,1,cell phone,2,microwave,67,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1195.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1195.png,train,68
1197,0,scissors,0,handbag,76,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1197.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1197.png,train,26
1200,1,giraffe,0,fire hydrant,23,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1200.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1200.png,train,10
1201,1,knife,1,mouse,43,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1201.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1201.png,train,64
1202,1,remote,0,tie,65,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1202.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1202.png,train,27
1203,1,truck,2,bench,7,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1203.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1203.png,train,13
1204,1,surfboard,1,keyboard,37,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1204.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1204.png,train,66
1206,1,potted plant,25,sink,58,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1206.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1206.png,train,71
1209,1,train,0,snowboard,6,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1209.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1209.png,train,31
1211,1,cake,1,hair drier,55,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1211.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1211.png,train,78
1212,1,car,28,surfboard,2,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1212.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1212.png,train,37
1214,1,keyboard,8,carrot,66,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1214.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1214.png,train,51
1216,1,motorcycle,0,dining table,3,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1216.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1216.png,train,60
1218,1,cow,0,bicycle,19,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1218.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1218.png,train,1
1219,1,tennis racket,1,mouse,38,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1219.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1219.png,train,64
1221,1,surfboard,1,teddy bear,37,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1221.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1221.png,train,77
1222,0,cell phone,1,oven,67,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1222.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1222.png,train,69
1225,0,skis,2,remote,30,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1225.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1225.png,train,65
1226,1,snowboard,9,toothbrush,31,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1226.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1226.png,train,79
1228,1,surfboard,1,scissors,37,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1228.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1228.png,train,76
1229,1,sheep,0,couch,18,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1229.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1229.png,train,57
1230,1,horse,1,hair drier,17,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1230.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1230.png,train,78
1232,1,horse,0,bicycle,17,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1232.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1232.png,train,1
1233,0,horse,2,giraffe,17,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1233.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1233.png,train,23
1235,1,potted plant,0,cake,58,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1235.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1235.png,train,55
1236,0,cup,2,teddy bear,41,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1236.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1236.png,train,77
1239,1,skis,3,vase,30,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1239.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1239.png,train,75
1240,1,frisbee,1,toaster,29,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1240.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1240.png,train,70
1241,1,scissors,1,book,76,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1241.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1241.png,train,73
1243,1,scissors,0,horse,76,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1243.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1243.png,train,17
1244,1,banana,2,toothbrush,46,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1244.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1244.png,train,79
1245,1,skateboard,0,bear,36,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1245.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1245.png,train,21
1246,1,bus,2,book,5,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1246.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1246.png,train,73
1251,0,motorcycle,0,cup,3,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1251.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1251.png,train,41
1253,0,mouse,0,teddy bear,64,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1253.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1253.png,train,77
1255,1,bear,0,boat,21,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/1255.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/1255.png,train,8
